id,En_id,gender,career,subcareer,star,camp,subcamp,origin,species,position,tag1,tag2,tag3,tag4,maxHP,atk,def,magicResistance,cost,blockCnt,baseAttackTime
夕,Dusk,女,术师,扩散术师,6,炎,岁,炎,未公开,远程位,群攻,输出,控场,,1801,918,127,20,34,1,2.9
战车,Tachanka,男,近卫,剑豪,5,彩虹小队,彩虹小队,未知,未知,近战位,爆发,输出,,,2626,621,309,0,24,2,1.3
闪击,Blitz,男,重装,哨戒铁卫,5,彩虹小队,彩虹小队,未知,未知,近战位,防护,输出,,,3213,445,676,0,22,3,1.2
霜华,Frost,女,特种,陷阱师,5,彩虹小队,彩虹小队,未知,未知,远程位,召唤,控场,,,1359,529,157,0,11,1,0.85
灰烬,Ash,女,狙击,速射手,6,彩虹小队,彩虹小队,未知,未知,远程位,输出,,,,1689,534,169,0,14,1,1
暴雨,Heavyrain,女,重装,铁卫,5,罗德岛,罗德岛,萨尔贡,库兰塔,近战位,防护,支援,,,3380,378,721,0,24,3,1.2
熔泉,Toddifons,女,狙击,攻城手,5,维多利亚,维多利亚,维多利亚,瓦伊凡,远程位,输出,,,,1667,954,123,0,23,1,2.4
异客,Passenger,男,术师,链术师,6,萨尔贡,萨尔贡,哥伦比亚,黎博利,远程位,输出,,,,1558,689,130,20,33,1,2.3
赤冬,Akafuyu,女,近卫,武者,5,东,东,东国,阿戈尔,近战位,生存,输出,,,3635,728,328,0,25,1,1.2
歌蕾蒂娅,Gladiia,女,特种,钩索师,6,阿戈尔,深海猎人,阿戈尔,未公开,近战位,位移,输出,控场,,2309,801,331,0,16,2,1.8
凯尔希,Kal'tsit,女,医疗,医师,6,罗德岛,罗德岛,罗德岛,菲林,远程位,召唤,治疗,,,1633,490,215,0,20,1,2.85
浊心斯卡蒂,Skadi the Corrupting Heart,女,辅助,吟游者,6,阿戈尔,阿戈尔,阿戈尔,未公开,远程位,支援,生存,输出,,1603,368,233,0,8,1,1.3
深靛,Indigo,女,术师,秘术师,4,伊比利亚,伊比利亚,伊比利亚,斐迪亚,远程位,输出,控场,,,1435,1116,117,20,23,1,3
贝娜,Bena,女,特种,傀儡师,5,维多利亚,维多利亚,维多利亚,卡普里尼,近战位,输出,快速复活,,,2435,682,315,0,17,2,1.2
绮良,Kirara,女,特种,伏击客,5,东,东,东国,阿戈尔,近战位,输出,生存,,,1780,798,340,30,20,0,3.5
卡涅利安,Carnelian,女,术师,阵法术师,6,莱塔尼亚,莱塔尼亚,萨尔贡,卡普里尼,远程位,群攻,防护,,,2106,846,228,15,24,1,2
帕拉斯,Pallas,女,近卫,教官,6,米诺斯,米诺斯,米诺斯,丰蹄,近战位,输出,支援,,,1963,687,455,0,17,2,1.05
龙舌兰,Tequila,男,近卫,解放者,5,玻利瓦尔,玻利瓦尔,玻利瓦尔,佩洛,近战位,爆发,,,,3757,302,501,15,13,3,1.2
羽毛笔,La Pluma,女,近卫,收割者,5,玻利瓦尔,玻利瓦尔,玻利瓦尔,黎博利,近战位,输出,,,,2250,650,452,0,22,2,1.3
水月,Mizuki,男,特种,伏击客,6,东,东,东国,阿戈尔,近战位,输出,控场,,,1758,865,356,30,21,0,3.5
假日威龙陈,Ch'en the Holungday,女,狙击,散射手,6,罗德岛,罗德岛,龙门,龙,远程位,输出,群攻,,,2501,773,203,0,32,1,2.3
罗比菈塔,Roberta,女,辅助,工匠,4,哥伦比亚,哥伦比亚,哥伦比亚,阿纳缇,近战位,防护,支援,,,2470,535,415,0,17,2,1.5
桑葚,Mulberry,女,医疗,行医,5,炎,炎,炎,黎博利,远程位,治疗,,,,1367,388,99,10,15,1,2.85
琴柳,Saileach,女,先锋,执旗手,6,维多利亚,维多利亚,维多利亚,瓦伊凡,近战位,费用回复,支援,,,1835,546,367,0,12,1,1.3
灰毫,Ashlock,女,重装,要塞,5,卡西米尔,红松骑士团,卡西米尔,札拉克,近战位,输出,防护,,,3207,865,541,0,27,3,2.8
远牙,Fartooth,女,狙击,神射手,6,卡西米尔,红松骑士团,卡西米尔,黎博利,远程位,输出,,,,1522,1196,163,0,22,1,2.7
正义骑士号,"""Justice Knight""",女,狙击,速射手,1,卡西米尔,红松骑士团,无信息,无信息,远程位,支援机械,支援,,,495,172,41,0,3,1,1
布丁,Pudding,女,术师,链术师,4,哥伦比亚,哥伦比亚,哥伦比亚,阿戈尔,远程位,输出,,,,1326,542,108,20,31,1,2.3
蜜莓,Honeyberry,女,医疗,行医,5,雷姆必拓,雷姆必拓,雷姆必拓,札拉克,远程位,治疗,,,,1458,375,107,10,15,1,2.85
野鬃,Wild Mane,女,先锋,冲锋手,5,卡西米尔,红松骑士团,卡西米尔,库兰塔,近战位,费用回复,输出,,,2225,558,372,0,14,1,1
蚀清,Corroserum,男,术师,轰击术师,5,哥伦比亚,哥伦比亚,哥伦比亚,斐迪亚,远程位,群攻,削弱,,,1572,760,120,20,33,1,2.9
焰尾,Flametail,女,先锋,尖兵,6,卡西米尔,红松骑士团,卡西米尔,札拉克,近战位,费用回复,生存,,,2138,526,392,0,14,2,1.05
耀骑士临光,Nearl the Radiant Knight,女,近卫,无畏者,6,卡西米尔,卡西米尔,卡西米尔,库兰塔,近战位,输出,,,,3550,1064,295,0,19,1,1.5
耶拉,Kjera,女,术师,驭械术师,5,谢拉格,喀兰贸易,谢拉格,未公开,远程位,输出,控场,,,1475,294,121,20,23,1,1.3
极光,Aurora,女,重装,决战者,5,谢拉格,喀兰贸易,谢拉格,乌萨斯,近战位,输出,防护,,,4027,901,640,0,32,1,1.6
灵知,Gnosis,男,辅助,削弱者,6,谢拉格,喀兰贸易,谢拉格,黎博利,远程位,削弱,,,,2035,455,132,25,13,1,1.6
暮落,Shalem,男,重装,驭法铁卫,5,维多利亚,维多利亚,维多利亚,斐迪亚,近战位,输出,防护,,,3090,649,550,15,25,3,1.6
九色鹿,Nine-Colored Deer,女,辅助,护佑者,5,炎,炎,炎,埃拉菲亚,远程位,支援,生存,,,1685,443,179,25,11,1,1.6
寒芒克洛丝,Kroos the Keen Glint,女,狙击,速射手,5,罗德岛,罗德岛,雷姆必拓,卡特斯,远程位,输出,,,,1520,502,176,0,15,1,1
夜半,Blacknight,女,先锋,战术家,5,雷姆必拓,雷姆必拓,雷姆必拓,萨弗拉,远程位,费用回复,控场,,,1625,442,133,0,14,1,1
老鲤,Lee,男,特种,行商,6,炎,鲤氏侦探事务所,炎,龙,近战位,快速复活,生存,输出,,2427,789,465,0,9,1,1
令,Ling,女,辅助,召唤师,6,炎,岁,炎,未公开,远程位,召唤,控场,支援,,1079,473,138,20,12,1,1.6
夏栎,Quercus,女,辅助,护佑者,5,罗德岛,罗德岛,维多利亚,菲林,远程位,支援,生存,,,1680,463,172,25,12,1,1.6
澄闪,Goldenglow,女,术师,驭械术师,6,维多利亚,维多利亚,维多利亚,菲林,远程位,输出,,,,1480,331,125,20,22,1,1.3
见行者,Enforcer,男,特种,推击手,5,拉特兰,拉特兰,拉特兰,萨科塔,近战位,位移,控场,,,1937,653,381,0,22,2,1.2
风丸,Kazemaru,女,特种,傀儡师,5,东,东,东国,菲林,近战位,输出,快速复活,,,2372,692,318,0,15,2,1.2
菲亚梅塔,Fiammetta,女,狙击,炮手,6,拉特兰,拉特兰,拉特兰,黎博利,远程位,输出,,,,1926,861,156,0,29,1,2.8
褐果,Chestnut,男,医疗,行医,4,罗德岛,罗德岛,未公开,杜林,远程位,治疗,,,,1137,389,101,10,14,1,2.85
海蒂,Heidi,女,辅助,吟游者,5,维多利亚,维多利亚,维多利亚,菲林,远程位,支援,治疗,,,1260,320,268,0,9,1,1.3
洛洛,Rockrock,女,术师,驭械术师,5,维多利亚,维多利亚,维多利亚,菲林,远程位,输出,,,,1468,320,123,20,21,1,1.3
号角,Horn,女,重装,要塞,6,维多利亚,维多利亚,维多利亚,鲁珀,近战位,输出,防护,,,3067,936,620,0,28,3,2.8
掠风,Windflit,男,辅助,工匠,5,哥伦比亚,哥伦比亚,哥伦比亚,佩洛,近战位,输出,支援,,,2600,565,425,0,18,2,1.5
流明,Lumen,男,医疗,疗养师,6,伊比利亚,伊比利亚,伊比利亚,阿戈尔,远程位,治疗,支援,,,1825,540,111,10,23,1,2.85
艾丽妮,Irene,女,近卫,剑豪,6,伊比利亚,伊比利亚,伊比利亚,黎博利,近战位,爆发,输出,控场,,2935,621,349,0,23,2,1.3
归溟幽灵鲨,Specter the Unchained,女,特种,傀儡师,6,阿戈尔,深海猎人,阿戈尔,阿戈尔,近战位,输出,快速复活,,,2803,737,322,0,16,2,1.2
埃拉托,Erato,女,狙击,攻城手,5,米诺斯,米诺斯,米诺斯,黎博利,远程位,输出,控场,,,1648,957,125,0,23,1,2.4
车尔尼,Czerny,男,重装,驭法铁卫,5,莱塔尼亚,莱塔尼亚,莱塔尼亚,埃拉菲亚,近战位,防护,输出,,,3122,625,577,15,27,3,1.6
濯尘芙蓉,Hibiscus the Purifier,女,医疗,咒愈师,5,罗德岛,罗德岛,维多利亚,萨卡兹,远程位,治疗,,,,1508,511,109,20,17,1,1.6
黑键,Ebenholz,男,术师,秘术师,6,莱塔尼亚,莱塔尼亚,莱塔尼亚,卡普里尼,远程位,输出,,,,1678,1400,135,20,25,1,3
星源,Astgenne,女,术师,链术师,5,哥伦比亚,莱茵生命,哥伦比亚,黎博利,远程位,输出,,,,1440,630,122,20,34,1,2.3
承曦格雷伊,Greyy the Lightningbearer,男,狙击,投掷手,5,罗德岛,罗德岛,玻利瓦尔,佩洛,远程位,输出,减速,,,1730,628,240,15,24,1,2.1
多萝西,Dorothy,女,特种,陷阱师,6,哥伦比亚,莱茵生命,哥伦比亚,札拉克,远程位,召唤,控场,,,1502,581,172,0,12,1,0.85
至简,Minimalist,男,术师,驭械术师,5,萨尔贡,萨尔贡,杜林,杜林,远程位,输出,,,,1400,320,120,20,23,1,1.3
晓歌,Cantabile,女,先锋,情报官,5,罗德岛,罗德岛,玻利瓦尔,黎博利,近战位,费用回复,快速复活,,,1917,560,267,0,10,1,1
鸿雪,Позёмка,女,狙击,重射手,6,罗德岛,罗德岛,乌萨斯,鲁珀,远程位,输出,,,,1802,876,193,0,20,1,1.6
百炼嘉维尔,Gavial the Invincible,女,近卫,强攻手,6,罗德岛,罗德岛,萨尔贡,阿达克利斯,近战位,爆发,生存,输出,,2906,766,391,0,24,3,1.2
但书,Proviso,女,辅助,凝滞师,5,卡西米尔,卡西米尔,卡西米尔,库兰塔,远程位,削弱,减速,,,1298,513,102,20,15,1,1.9
玛恩纳,Młynar,男,近卫,解放者,6,卡西米尔,卡西米尔,卡西米尔,库兰塔,近战位,输出,爆发,,,3906,355,502,15,12,3,1.2
罗小黑,Luo Xiaohei,男,近卫,领主,4,炎,炎,未知,菲林,近战位,输出,,,,2040,698,325,10,17,2,1.3
海沫,Highmore,女,近卫,收割者,5,伊比利亚,伊比利亚,伊比利亚,阿戈尔,近战位,输出,,,,2120,670,454,0,22,2,1.3
铅踝,Totter,男,狙击,攻城手,4,萨尔贡,萨尔贡,萨尔贡,黎博利,远程位,输出,,,,1550,920,105,0,22,1,2.4
达格达,Dagda,女,近卫,斗士,5,维多利亚,格拉斯哥帮,维多利亚,菲林,近战位,输出,生存,,,2506,574,310,0,12,1,0.78
明椒,Paprika,女,医疗,链愈师,5,罗德岛,罗德岛,哥伦比亚,萨卡兹,远程位,治疗,,,,1666,439,171,0,18,1,2.85
白铁,Stainless,男,辅助,工匠,6,维多利亚,维多利亚,维多利亚,菲林,近战位,支援,输出,,,2723,593,421,0,19,2,1.5
石英,Quartz,女,近卫,重剑手,4,哥伦比亚,哥伦比亚,哥伦比亚,鲁珀,近战位,输出,,,,5432,1387,0,0,22,2,2.5
雪绒,Qanipalaat,男,术师,中坚术师,5,萨米,萨米,萨米,沃尔珀,远程位,输出,控场,,,1500,625,119,20,20,1,1.6
子月,Lunacub,女,狙击,神射手,5,叙拉古,叙拉古,叙拉古,鲁珀,远程位,输出,生存,,,1536,1034,155,0,21,1,2.7
伺夜,Vigil,男,先锋,战术家,6,叙拉古,叙拉古,叙拉古,鲁珀,远程位,费用回复,控场,,,1755,462,154,0,17,1,1
斥罪,Penance,女,重装,不屈者,6,叙拉古,叙拉古,叙拉古,鲁珀,近战位,生存,输出,,,4055,876,616,10,36,3,1.6
缄默德克萨斯,Texas the Omertosa,女,特种,处决者,6,炎,企鹅物流,哥伦比亚,鲁珀,近战位,快速复活,输出,,,1598,569,320,0,10,1,0.93
谜图,Puzzle,男,先锋,情报官,5,维多利亚,维多利亚,维多利亚,瓦伊凡,近战位,费用回复,快速复活,,,1860,566,244,0,12,1,1
和弦,Harmonie,女,术师,秘术师,5,维多利亚,深池,维多利亚,菲林,远程位,输出,,,,1546,1245,125,20,24,1,3
焰影苇草,Reed The Flame Shadow,女,医疗,咒愈师,6,维多利亚,深池,维多利亚,德拉克,远程位,治疗,输出,削弱,,1583,550,84,20,17,1,1.6
截云,Jieyun,女,狙击,炮手,5,炎,炎,炎,阿纳萨,远程位,群攻,减速,,,1650,835,115,0,30,1,2.8
火哨,Firewhistle,女,重装,要塞,5,雷姆必拓,雷姆必拓,雷姆必拓,黎博利,近战位,输出,防护,,,2983,882,568,0,27,3,2.8
林,Lin,女,术师,阵法术师,6,炎,龙门,龙门,札拉克,远程位,群攻,防护,,,2048,849,242,15,24,1,2
重岳,Chongyue,男,近卫,斗士,6,炎,岁,炎,未公开,近战位,爆发,,,,2635,590,363,0,11,1,0.78
铎铃,Wind Chimes,女,近卫,重剑手,5,炎,炎,炎,丰蹄,近战位,输出,,,,5669,1438,0,0,23,2,2.5
仇白,Qiubai,女,近卫,领主,6,炎,炎,炎,埃拉菲亚,近战位,输出,控场,,,2480,718,402,10,20,2,1.3
泰拉大陆调查团,Terra Research Commission,未知,狙击,投掷手,1,罗德岛,罗德岛,未知,未公开,远程位,控场,,,,518,276,51,0,3,1,2.1
火龙S黑角,Rathalos S Noir Corne,男,近卫,武者,5,罗德岛,行动组A4,东国,鬼,近战位,生存,输出,,,3518,726,351,0,25,1,1.2
麒麟R夜刀,Kirin R Yato,女,特种,处决者,6,罗德岛,行动组A4,东国,鬼,近战位,快速复活,爆发,,,1629,565,318,0,10,1,0.93
U-Official,U-Official,女,辅助,吟游者,1,罗德岛,罗德岛,未公开,札拉克,远程位,控场,,,,385,102,28,0,3,1,1.3
休谟斯,Humus,男,近卫,收割者,4,罗德岛,罗德岛,哥伦比亚,丰蹄,近战位,输出,生存,,,2150,616,403,0,21,2,1.3
摩根,Morgan,女,近卫,无畏者,5,维多利亚,格拉斯哥帮,维多利亚,菲林,近战位,输出,,,,3810,905,243,0,20,1,1.5
洋灰,Cement,女,重装,决战者,5,雷姆必拓,雷姆必拓,雷姆必拓,札拉克,近战位,防护,,,,3642,1002,628,0,32,1,1.6
伊内丝,Ines,女,先锋,情报官,6,巴别塔,巴别塔,卡兹戴尔,未公开,近战位,费用回复,快速复活,,,2121,589,281,0,11,1,1
玫拉,Melanite,女,狙击,重射手,5,哥伦比亚,哥伦比亚,哥伦比亚,斐迪亚,远程位,输出,爆发,,,1664,792,210,0,19,1,1.6
淬羽赫默,Silence the Paradigmatic,女,辅助,护佑者,6,哥伦比亚,莱茵生命,哥伦比亚,黎博利,远程位,支援,生存,治疗,,1927,467,184,25,15,1,1.6
霍尔海雅,Ho'olheyak,女,术师,中坚术师,6,哥伦比亚,哥伦比亚,哥伦比亚,未公开,远程位,输出,控场,,,1770,633,130,20,21,1,1.6
缪尔赛思,Muelsyse,女,先锋,战术家,6,哥伦比亚,莱茵生命,未公开,精灵,远程位,费用回复,控场,,,1813,497,117,0,15,1,1
Friston-3,Friston-3,男,重装,铁卫,1,罗德岛,罗德岛,无信息,无信息,近战位,支援机械,防护,,,1152,198,235,0,3,3,1.2
隐现,Insider,男,狙击,速射手,5,拉特兰,拉特兰,拉特兰,萨科塔,远程位,输出,,,,1440,522,178,0,15,1,1
空构,Spuria,女,特种,怪杰,5,拉特兰,拉特兰,拉特兰,萨科塔,远程位,支援,输出,,,1893,662,138,10,12,1,1.3
圣约送葬人,Executor the Ex Foedere,男,近卫,收割者,6,拉特兰,拉特兰,拉特兰,萨科塔,近战位,输出,,,,2491,707,461,0,23,2,1.3
寒檀,Santalla,女,术师,扩散术师,5,萨米,萨米,萨米,菲林,远程位,群攻,控场,,,1640,770,123,20,33,1,2.9
提丰,Typhon,女,狙击,攻城手,6,萨米,萨米,萨米,萨卡兹,远程位,输出,,,,1702,1045,113,0,24,1,2.4
凛视,Valarqvin,女,辅助,巫役,5,萨米,萨米,萨米,萨卡兹,远程位,元素,,,,1097,447,101,15,15,1,1.6
苍苔,Bryophyta,男,近卫,教官,5,哥伦比亚,汐斯塔,汐斯塔,黎博利,近战位,输出,支援,,,1900,650,421,0,18,2,1.05
青枳,Poncirus,女,先锋,尖兵,5,哥伦比亚,汐斯塔,汐斯塔,黎博利,近战位,费用回复,防护,,,2215,455,360,0,13,2,1.05
琳琅诗怀雅,Swire the Elegant Wit,女,特种,行商,6,炎,龙门,龙门,菲林,近战位,快速复活,爆发,,,2360,810,457,0,9,1,1
纯烬艾雅法拉,Eyjafjalla the Hvít Aska,女,医疗,行医,6,莱塔尼亚,莱塔尼亚,莱塔尼亚,卡普里尼,远程位,治疗,,,,1439,424,109,10,16,1,2.85
冰酿,Coldshot,女,狙击,猎手,5,哥伦比亚,哥伦比亚,哥伦比亚,埃拉菲亚,远程位,输出,,,,1855,958,224,0,21,1,1.6
杏仁,Almond,女,特种,钩索师,5,哥伦比亚,黑钢国际,哥伦比亚,佩洛,近战位,位移,,,,2130,695,410,0,13,2,1.8
涤火杰西卡,Jessica the Liberated,女,重装,哨戒铁卫,6,哥伦比亚,黑钢国际,维多利亚,菲林,近战位,防护,生存,输出,,3608,522,716,0,23,3,1.2
维荻,Verdant,男,特种,傀儡师,4,维多利亚,维多利亚,维多利亚,斐迪亚,近战位,生存,快速复活,,,2266,672,259,0,14,2,1.2
戴菲恩,Delphine,女,术师,秘术师,5,维多利亚,维多利亚,维多利亚,菲林,远程位,输出,,,,1532,1240,128,20,26,1,3
刺玫,Vendela,女,医疗,咒愈师,5,维多利亚,维多利亚,维多利亚,菲林,远程位,治疗,,,,1370,550,100,20,17,1,1.6
赫德雷,Hoederer,男,近卫,重剑手,6,巴别塔,巴别塔,卡兹戴尔,萨卡兹,近战位,输出,,,,5988,1576,0,0,24,2,2.5
跃跃,Caper,女,狙击,回环射手,4,玻利瓦尔,玻利瓦尔,玻利瓦尔,卡特斯,远程位,输出,,,,2200,600,160,0,14,1,1
折光,Diamante,男,术师,本源术师,5,莱塔尼亚,莱塔尼亚,莱塔尼亚,卡普里尼,远程位,元素,输出,,,1309,578,111,15,20,1,1.6
深律,Bassline,男,重装,守护者,5,莱塔尼亚,莱塔尼亚,莱塔尼亚,鲁珀,近战位,防护,治疗,,,2770,473,570,10,21,3,1.2
止颂,Lessing,男,近卫,无畏者,6,莱塔尼亚,莱塔尼亚,莱塔尼亚,卡普里尼,近战位,输出,,,,3682,1044,277,0,21,1,1.5
薇薇安娜,Viviana,女,近卫,术战者,6,莱塔尼亚,莱塔尼亚,莱塔尼亚,埃拉菲亚,近战位,输出,生存,,,2920,646,447,15,21,1,1.25
塑心,Virtuosa,女,辅助,巫役,6,拉特兰,拉特兰,拉特兰,萨科塔,远程位,元素,支援,,,1201,485,109,15,16,1,1.6
哈洛德,Harold,男,医疗,行医,5,维多利亚,维多利亚,维多利亚,菲林,远程位,治疗,,,,1400,385,100,10,17,1,2.85
烈夏,Лето,女,近卫,领主,5,乌萨斯,乌萨斯学生自治团,乌萨斯,乌萨斯,近战位,输出,支援,,,2280,680,375,10,19,2,1.3
锏,Degenbrecher,女,近卫,剑豪,6,谢拉格,喀兰贸易,莱塔尼亚,卡普里尼,近战位,爆发,输出,削弱,,2891,635,339,0,23,2,1.3
温米,Warmy,女,术师,本源术师,5,雷姆必拓,雷姆必拓,雷姆必拓,卡特斯,远程位,元素,爆发,,,1358,581,106,15,20,1,1.6
莱伊,Ray,女,狙击,猎手,6,雷姆必拓,雷姆必拓,雷姆必拓,卡特斯,远程位,输出,,,,1933,1072,228,0,21,1,1.6
万顷,Wanqing,男,先锋,执旗手,5,炎,炎,炎,丰蹄,近战位,费用回复,支援,,,1516,514,380,0,13,1,1.3
小满,Grain Buds,女,辅助,凝滞师,5,炎,炎,炎,黎博利,远程位,减速,控场,,,1260,525,100,20,15,1,1.9
左乐,Zuo Le,男,近卫,武者,6,炎,炎,炎,斐迪亚,近战位,输出,生存,,,3858,780,315,0,26,1,1.2
黍,Shu,女,重装,守护者,6,炎,岁,炎,未公开,近战位,防护,治疗,支援,,3213,479,602,10,22,3,1.2
红隼,Kestrel,女,先锋,尖兵,5,萨尔贡,萨尔贡,萨尔贡,黎博利,近战位,费用回复,输出,,,1960,514,342,0,13,2,1.05
导火索,Fuze,男,近卫,强攻手,5,彩虹小队,彩虹小队,未知,未知,近战位,群攻,生存,,,2660,795,290,0,25,3,1.2
双月,Iana,女,特种,傀儡师,5,彩虹小队,彩虹小队,未知,未知,近战位,削弱,快速复活,,,2436,708,291,0,15,2,1.2
医生,Doc,男,近卫,教官,5,彩虹小队,彩虹小队,未知,未知,近战位,治疗,支援,,,2217,657,360,0,16,2,1.05
艾拉,Ela,女,特种,陷阱师,6,彩虹小队,彩虹小队,未知,未知,远程位,召唤,控场,输出,,1468,588,173,0,12,1,0.85
露托,Lutonada,女,重装,不屈者,4,玻利瓦尔,玻利瓦尔,玻利瓦尔,札拉克,近战位,生存,防护,,,3550,790,495,10,34,3,1.6
奥达,Odda,男,近卫,撼地者,5,罗德岛,罗德岛,卡兹戴尔,萨卡兹,近战位,群攻,控场,,,2593,1190,337,0,21,2,1.8
阿罗玛,Aroma,女,术师,轰击术师,5,叙拉古,叙拉古,叙拉古,鲁珀,远程位,群攻,控场,,,1591,760,115,20,33,1,2.9
阿斯卡纶,Ascalon,女,特种,伏击客,6,罗德岛,S.W.E.E.P.,卡兹戴尔,萨卡兹,近战位,减速,输出,,,1623,954,333,30,21,0,3.5
PhonoR-0,PhonoR-0,女,辅助,巫役,1,罗德岛,罗德岛,无信息,无信息,远程位,支援机械,元素,,,395,205,30,5,3,1,1.6
历阵锐枪芬,Fang the Fire-sharpened,女,先锋,冲锋手,5,罗德岛,罗德岛,卡西米尔,库兰塔,近战位,费用回复,输出,,,2226,570,360,0,12,1,1
魔王,Civilight Eterna,女,辅助,吟游者,6,罗德岛,罗德岛,卡兹戴尔,未公开,远程位,支援,生存,输出,,1628,369,236,0,10,1,1.3
逻各斯,Logos,男,术师,中坚术师,6,罗德岛,精英干员,卡兹戴尔,萨卡兹,远程位,输出,,,,1663,671,119,20,21,1,1.6
维什戴尔,Wiš'adel,女,狙击,投掷手,6,巴别塔,巴别塔,卡兹戴尔,萨卡兹,远程位,输出,,,,1888,687,256,15,25,1,2.1
阿米娅(医疗),Amiya,女,医疗,咒愈师,5,罗德岛,罗德岛,雷姆必拓,卡特斯,远程位,治疗,输出,,,1416,532,106,20,17,1,1.6
深巡,Underflow,女,重装,哨戒铁卫,5,阿戈尔,阿戈尔,阿戈尔,阿戈尔,近战位,防护,输出,减速,,3253,439,696,0,24,3,1.2
海霓,Lucilla,女,辅助,削弱者,5,阿戈尔,阿戈尔,阿戈尔,阿戈尔,远程位,削弱,,,,1625,440,103,25,12,1,1.6
乌尔比安,Ulpianus,男,近卫,重剑手,6,阿戈尔,深海猎人,阿戈尔,阿戈尔,近战位,输出,生存,,,6022,1569,0,0,24,2,2.5
渡桥,Mitm,男,先锋,战术家,5,罗德岛,罗德岛,卡兹戴尔,萨卡兹,远程位,费用回复,爆发,,,1370,495,122,0,14,1,1
妮芙,Nymph,女,术师,本源术师,6,罗德岛,罗德岛,卡兹戴尔,萨卡兹,远程位,元素,输出,控场,,1650,655,129,15,21,1,1.6
锡人,Tin Man,男,特种,炼金师,5,哥伦比亚,哥伦比亚,未公开,未公开,远程位,削弱,支援,,,1114,469,99,30,17,1,1.5
莎草,Papyrus,女,医疗,链愈师,5,萨尔贡,萨尔贡,萨尔贡,菲林,远程位,治疗,,,,1715,440,160,0,20,1,2.85
衡沙,Sand Reckoner,男,辅助,召唤师,5,萨尔贡,萨尔贡,萨尔贡,黎博利,远程位,召唤,减速,,,1031,450,160,20,11,1,1.6
娜仁图亚,Narantuya,女,狙击,回环射手,6,萨尔贡,萨尔贡,萨尔贡,库兰塔,远程位,输出,,,,2500,675,170,0,16,1,1
佩佩,Pepe,女,近卫,撼地者,6,萨尔贡,萨尔贡,萨尔贡,菲林,近战位,输出,控场,,,2851,1290,387,0,20,2,1.8
森西,Senshi,男,重装,守护者,5,莱欧斯小队,莱欧斯小队,其他,其他,近战位,防护,治疗,,,2770,470,580,10,23,3,1.2
齐尔查克,Chilchuck,男,先锋,情报官,5,莱欧斯小队,莱欧斯小队,其他,其他,近战位,费用回复,快速复活,,,1880,560,277,0,10,1,1
莱欧斯,Laios,男,近卫,无畏者,5,莱欧斯小队,莱欧斯小队,其他,其他,近战位,输出,控场,,,3868,900,256,0,18,1,1.5
玛露西尔,Marcille,女,术师,扩散术师,6,莱欧斯小队,莱欧斯小队,其他,精灵,远程位,群攻,治疗,控场,,1805,914,130,20,34,1,2.9
凯瑟琳,Catherine,女,辅助,工匠,5,维多利亚,维多利亚,维多利亚,菲林,近战位,防护,支援,,,2680,550,420,0,20,2,1.5
波卜,Bobbing,男,辅助,巫役,5,哥伦比亚,哥伦比亚,哥伦比亚,佩洛,远程位,元素,,,,1305,446,68,15,15,1,1.6
维娜·维多利亚,Vina Victoria,女,近卫,术战者,6,维多利亚,维多利亚,维多利亚,阿斯兰,近战位,输出,生存,,,2895,675,420,15,21,1,1.25
云迹,Contrail,女,特种,巡空者,4,哥伦比亚,哥伦比亚,哥伦比亚,札拉克,近战位,高空,控场,,,2255,692,393,0,16,2,1.5
菲莱,Philae,女,重装,本源铁卫,5,萨尔贡,萨尔贡,萨尔贡,萨卡兹,近战位,元素,防护,,,3227,603,544,10,25,3,1.6
裁度,Figurino,男,特种,行商,5,叙拉古,叙拉古,叙拉古,鲁珀,近战位,快速复活,控场,,,2393,741,391,0,8,1,1
弑君者,Crownslayer,女,特种,处决者,6,罗德岛,罗德岛,乌萨斯,瑞柏巴,近战位,快速复活,,,,1695,545,325,0,12,1,0.93
忍冬,Vulpisfoglia,女,先锋,尖兵,6,叙拉古,叙拉古,叙拉古,沃尔珀,近战位,费用回复,输出,,,2030,562,380,0,14,2,1.05
荒芜拉普兰德,Lappland the Decadenza,女,术师,驭械术师,6,叙拉古,叙拉古,叙拉古,鲁珀,远程位,削弱,输出,,,1503,342,117,20,22,1,1.3
瑰盐,Rose Salt,女,医疗,群愈师,5,伊比利亚,伊比利亚,伊比利亚,斐迪亚,远程位,治疗,支援,,,1675,330,151,0,19,1,2.85
特克诺,Tecno,女,术师,塑灵术师,5,玻利瓦尔,玻利瓦尔,玻利瓦尔,杜林,远程位,召唤,,,,1655,519,70,20,20,1,1.6
引星棘刺,Thorns the Lodestar,男,特种,炼金师,6,伊比利亚,伊比利亚,伊比利亚,阿戈尔,远程位,输出,支援,削弱,,1173,501,106,30,18,1,1.5
行箸,Xingzhu,女,辅助,护佑者,5,炎,炎,炎,菲林,远程位,支援,生存,,,1746,423,181,25,13,1,1.6
寻澜,Surfer,女,先锋,情报官,5,哥伦比亚,黑钢国际,哥伦比亚,札拉克,近战位,费用回复,快速复活,,,1950,560,261,0,10,1,1
烛煌,Blaze the Igniting Spark,女,术师,本源术师,6,罗德岛,精英干员,炎,菲林,远程位,元素,输出,群攻,,1608,662,131,15,21,1,1.6
