Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date
OQ556962,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556963,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556964,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556965,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556966,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556967,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556968,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556969,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Okeluse,Nigeria,Mastomys natalensis,blood,2015-10-21
OQ556970,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-22
OQ556971,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-22
OQ556972,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-22
OQ556973,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ifon,Nigeria,Mastomys natalensis,blood,2015-10-23
OQ556974,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2016-04-14
OQ556975,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-14
OQ556976,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-14
OQ556977,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2016-04-15
OQ556978,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-15
OQ556979,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-16
OQ556980,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2016-04-16
OQ556981,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2016-04-16
OQ556982,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-15
OQ556983,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-16
OQ556984,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-17
OQ556985,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ556986,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ556987,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ556988,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ556989,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ556990,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ556991,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-18
OQ556992,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-19
OQ556993,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-19
OQ556994,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,870,partial,Nigeria: Owo,Nigeria,Mastomys natalensis,blood,2019-05-19
OQ556995,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-07-22
OQ556996,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-07-22
OQ556997,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Okhuesan,Nigeria,Mastomys natalensis,blood,2014-07-24
OQ556998,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ekpoma,Nigeria,Mastomys erythroleucus,blood,2014-10-18
OQ556999,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ekpoma,Nigeria,Mastomys natalensis,blood,2015-01-22
OQ557000,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-01-24
OQ557001,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,765,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-01-24
OQ557002,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-01-24
OQ557003,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-01-25
OQ557004,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-01-26
OQ557005,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,759,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2014-01-26
OQ557006,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-04-06
OQ557007,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-04-06
OQ557008,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-07-20
OQ557009,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-07-21
OQ557010,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-10-16
OQ557011,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys natalensis,blood,2015-10-17
OQ557012,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,768,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2015-10-17
OQ557013,Mammarenavirus lassaense,"Adesina,A.S., Oyeyiola,A., Obadare,A., Igbokwe,J., Abejegah,C., Akhilomen,P., Bangura,U., Asogun,D., Tobin,E., Ayodeji,O., Osoniyi,O., Davis,C., Thomson,E.C., Pahlmann,M., Gunther,S., Fichet-Calvet,E., Olayemi,A., Adesina,A.","Bernhard-Nocht Institute of Tropical Medicine, Virology",Germany,2023-06-18,,Mammarenavirus lassaense,762,partial,Nigeria: Ebudin,Nigeria,Mastomys erythroleucus,blood,2015-10-17
